T01n0001    長阿含經【後秦 佛陀耶舍共竺佛念譯】
T14n0446b   1  過去莊嚴劫千佛名經【失譯】
T14n0447a   1  現在賢劫千佛名經【闕譯】
T14n0447b   1  現在賢劫千佛名經【】
T14n0448a   1  未來星宿劫千佛名經【闕譯】
T14n0448b   1  未來星宿劫千佛名經【失譯】
T14n0449    1  佛說藥師如來本願經【隋 達摩笈多譯】
T14n0450    1  藥師琉璃光如來本願功德經【唐 玄奘譯】
T14n0451    2  藥師琉璃光七佛本願功德經【唐 義淨譯】
T14n0452    1  佛說觀彌勒菩薩上生兜率天經【宋 沮渠京聲譯】
T14n0453    1  佛說彌勒下生經【西晉 竺法護譯】
T14n0454    1  佛說彌勒下生成佛經【後秦 鳩摩羅什譯】
T14n0455    1  佛說彌勒下生成佛經【唐 義淨譯】
T14n0456    1  佛說彌勒大成佛經【姚秦 鳩摩羅什譯】
T14n0457    1  佛說彌勒來時經【失譯】
T14n0458    1  文殊師利問菩薩署經【後漢 支婁迦讖譯】
T14n0459    1  佛說文殊悔過經【西晉 竺法護譯】
T14n0460    1  佛說文殊師利淨律經【西晉 竺法護譯】
T14n0461    2  佛說文殊師利現寶藏經【西晉 竺法護譯】
T14n0462    3  大方廣寶篋經【劉宋 求那跋陀羅譯】
T14n0463    1  佛說文殊師利般涅槃經【西晉 聶道真譯】
T14n0464    1  文殊師利問菩提經【姚秦 鳩摩羅什譯】
T14n0465    1  伽耶山頂經【元魏 菩提流支譯】
T14n0466    1  佛說象頭精舍經【隋 毘尼多流支譯】
T14n0467    1  大乘伽耶山頂經【唐 菩提流志譯】
T14n0468    2  文殊師利問經【梁 僧伽婆羅譯】
T14n0469    1  文殊問經字母品第十四【唐 不空譯】
T14n0470    1  佛說文殊師利巡行經【元魏 菩提流支譯】
T14n0471    1  佛說文殊師利行經【隋 豆那掘多譯】
T14n0472    1  佛說大乘善見變化文殊師利問法經【宋 天息災譯】
T14n0473    1  佛說妙吉祥菩薩所問大乘法螺經【宋 法賢譯】
T14n0474    2  佛說維摩詰經【吳 支謙譯】
T14n0475    3  維摩詰所說經【姚秦 鳩摩羅什譯】
T14n0476    6  說無垢稱經【唐 玄奘譯】
T14n0477    1  佛說大方等頂王經【西晉 竺法護譯】
T14n0478    1  大乘頂王經【梁 月婆首那譯】
T14n0479    2  善思童子經【隋 闍那崛多譯】
T14n0480    2  佛說月上女經【隋 闍那崛多譯】
T14n0481    4  持人菩薩經【西晉 竺法護譯】
T14n0482    4  持世經【姚秦 鳩摩羅什譯】
T14n0483    1  三曼陀跋陀羅菩薩經【西晉 聶道真譯】
T14n0484    1  不思議光菩薩所說經【後秦 鳩摩羅什譯】
T14n0485    4  無所有菩薩經【隋 闍那崛多等譯】
T14n0486    1  師子莊嚴王菩薩請問經【唐 那提譯】
T14n0487    1  離垢慧菩薩所問禮佛法經【唐 那提譯】
T14n0488    1  寶授菩薩菩提行經【宋 法賢譯】
T14n0489   20  佛說除蓋障菩薩所問經【宋 法護等譯】
T14n0490    1  佛說八大菩薩經【宋 法賢譯】
T14n0491    1  六菩薩亦當誦持經【失譯】
T14n0492a   1  佛說阿難問事佛吉凶經【後漢 安世高譯】
T14n0492b   1  阿難問事佛吉凶經【後漢 安世高譯】
T14n0493    1  佛說阿難四事經【吳 支謙譯】
T14n0494    1  阿難七夢經【東晉 竺曇無蘭譯】
T14n0495    1  佛說阿難分別經【乞伏秦 法堅譯】
T14n0496    1  佛說大迦葉本經【西晉 竺法護譯】
T14n0497    1  佛說摩訶迦葉度貧母經【劉宋 求那跋陀羅譯】
T14n0498    2  佛說初分說經【宋 施護譯】
T14n0499    1  佛為阿支羅迦葉自化作苦經【失譯】
T14n0500    1  羅云忍辱經【西晉 法炬譯】
T14n0501    1  佛說沙曷比丘功德經【西晉 法炬譯】
T14n0502    1  佛為年少比丘說正事經【西晉 法炬譯】
T14n0503    1  比丘避女惡名欲自殺經【西晉 法炬譯】
T14n0504    1  比丘聽施經【東晉 曇無蘭譯】
T14n0505    1  佛說隨勇尊者經【宋 施護等譯】
T14n0506    1  犍陀國王經【後漢 安世高譯】
T14n0507    1  佛說未生冤經【吳 支謙譯】
T14n0508    1  阿闍世王問五逆經【西晉 法炬譯】
T14n0509    1  阿闍世王授決經【西晉 法炬譯】
T14n0510    1  採花違王上佛授決號妙花經【東晉 竺曇無蘭譯】
T14n0511    1  佛說蓱沙王五願經【吳 支謙譯】
T14n0512    1  佛說淨飯王般涅槃經【劉宋 沮渠京聲譯】
T14n0513    1  佛說琉璃王經【西晉 竺法護譯】
T14n0514    1  佛說諫王經【劉宋 沮渠京聲譯】
T14n0515    1  如來示教勝軍王經【唐 玄奘譯】
T14n0516    1  佛說勝軍王所問經【宋 施護譯】
T14n0517    1  佛說末羅王經【劉宋 沮渠京聲譯】
T14n0518    1  佛說旃陀越國王經【劉宋 沮渠京聲譯】
T14n0519    1  佛說摩達國王經【劉宋 沮渠京聲譯】
T14n0520    1  佛說薩羅國經【失譯】
T14n0521    1  佛說梵摩難國王經【失譯】
T14n0522    1  普達王經【失譯】
T14n0523    1  佛說五王經【失譯】
T14n0524    1  佛為優填王說王法政論經【唐 不空譯】
T14n0525    1  佛說長者子懊惱三處經【後漢 安世高譯】
T14n0526    1  佛說長者子制經【後漢 安世高譯】
T14n0527    1  佛說逝童子經【西晉 支法度譯】
T14n0528    1  佛說菩薩逝經【西晉 白法祖譯】
T14n0529    1  佛說阿鳩留經【失譯】
T14n0530    1  佛說須摩提長者經【吳 支謙譯】
T14n0531    1  佛說長者音悅經【吳 支謙譯】
T14n0532    1  私呵昧經【吳 支謙譯】
T14n0533    1  菩薩生地經【吳 支謙譯】
T14n0534    1  佛說月光童子經【西晉 竺法護譯】
T14n0535    1  佛說申日經【西晉 竺法護譯】
T14n0536    1  申日兒本經【劉宋 求那跋陀羅譯】
T14n0537    1  佛說越難經【西晉 聶承遠譯】
T14n0538    1  佛說呵雕阿那鋡經【東晉 竺曇無蘭譯】
T14n0539    1  盧至長者因緣經【失譯】
T14n0540a   1  佛說樹提伽經【劉宋 求那跋陀羅譯】
T14n0540b   1  佛說樹提伽經【劉宋 求那跋陀羅譯】
T14n0541    1  佛說佛大僧大經【劉宋 沮渠京聲譯】
T14n0542    1  佛說耶祇經【劉宋 沮渠京聲譯】
T14n0543    3  佛說巨力長者所問大乘經【宋 智吉祥等譯】
T14n0544    1  辯意長者子經【後魏 法場譯】
T14n0545    2  佛說德護長者經【隋 那連提耶舍譯】
T14n0546    1  佛說金耀童子經【宋 天息災譯】
T14n0547    1  大花嚴長者問佛那羅延力經【唐 般若共利言譯】
T14n0548    1  佛說金光王童子經【宋 法賢譯】
T14n0549    4  佛說光明童子因緣經【宋 施護譯】
T14n0550   12  金色童子因緣經【宋 惟淨等譯】
T14n0551    1  佛說摩鄧女經【後漢 安世高譯】
T14n0552    1  佛說摩登女解形中六事經【失譯】
T14n0553    1  佛說㮈女祇域因緣經【後漢 安世高譯】
T14n0554    1  佛說柰女耆婆經【後漢 安世高譯】
T14n0555a   1  五母子經【吳 支謙譯】
T14n0555b   1  五母子經【吳 支謙譯】
T14n0556    1  佛說七女經【吳 支謙譯】
T14n0557    1  佛說龍施女經【吳 支謙譯】
T14n0558    1  佛說龍施菩薩本起經【西晉 竺法護譯】
T14n0559    1  佛說老女人經【吳 支謙譯】
T14n0560    1  佛說老母女六英經【劉宋 求那跋陀羅譯】
T14n0561    1  佛說老母經【失譯】
T14n0562    1  佛說無垢賢女經【西晉 竺法護譯】
T14n0563    1  佛說腹中女聽經【北涼 曇無讖譯】
T14n0564    1  佛說轉女身經【劉宋 曇摩蜜多譯】
T14n0565    2  順權方便經【西晉 竺法護譯】
T14n0566    1  樂瓔珞莊嚴方便品經【姚秦 曇摩耶舍譯】
T14n0567    1  佛說梵志女首意經【西晉 竺法護譯】
T14n0568    1  有德女所問大乘經【唐 菩提流志譯】
T14n0569    1  佛說心明經【西晉 竺法護譯】
T14n0570    1  佛說賢首經【西秦 聖堅譯】
T14n0571    1  佛說婦人遇辜經【乞伏秦 聖堅譯】
T14n0572    1  佛說長者法志妻經【失譯】
T14n0573    1  差摩婆帝授記經【元魏 菩提流支譯】
T14n0574    1  佛說堅固女經【隋 那連提耶舍譯】
T14n0575    1  佛說大方等修多羅王經【後魏 菩提流支譯】
T14n0576    1  佛說轉有經【元魏 佛陀扇多譯】
T14n0577    1  佛說大乘流轉諸有經【唐 義淨譯】
T14n0578    1  無垢優婆夷問經【後魏 瞿曇般若流支譯】
T14n0579    2  優婆夷淨行法門經【失譯】
T14n0580    1  佛說長者女菴提遮師子吼了義經【失譯】
T14n0581    1  佛說八師經【吳 支謙譯】
T14n0582    1  佛說孫多耶致經【吳 支謙譯】
T14n0583    1  佛說黑氏梵志經【吳 支謙譯】
T14n0584    1  長爪梵志請問經【唐 義淨譯】
T15n0585    4  持心梵天所問經【西晉 竺法護譯】
T15n0586    4  思益梵天所問經【姚秦 鳩摩羅什譯】
T15n0587    6  勝思惟梵天所問經【元魏 菩提流支譯】
T15n0588    4  佛說須真天子經【西晉 竺法護譯】
T15n0589    1  佛說魔逆經【西晉 竺法護譯】
T15n0590    1  佛說四天王經【劉宋 智嚴共寶雲譯】
T15n0591    1  商主天子所問經【隋 闍那崛多譯】
T15n0592    1  天請問經【唐 玄奘譯】
T15n0593    1  佛為勝光天子說王法經【唐 義淨譯】
T15n0594    1  佛說大自在天子因地經【宋 施護譯】
T15n0595    1  佛說嗟韈曩法天子受三歸依獲免惡道經【宋 法天譯】
T15n0596    1  佛說天王太子辟羅經【失譯】
T15n0597    1  龍王兄弟經【吳 支謙譯】
T15n0598    4  佛說海龍王經【西晉 竺法護譯】
T15n0599    1  佛為海龍王說法印經【唐 義淨譯】
T15n0600    1  十善業道經【唐 實叉難陀譯】
T15n0601    1  佛為娑伽羅龍王所說大乘經【宋 施護譯】
T15n0602    2  佛說大安般守意經【後漢 安世高譯】
T15n0603    2  陰持入經【後漢 安世高譯】
T15n0604    1  佛說禪行三十七品經【後漢 安世高譯】
T15n0605    1  禪行法想經【後漢 安世高譯】
T15n0606    7  修行道地經【西晉 竺法護譯】
T15n0607    1  道地經【僧伽羅剎造  後漢 安世高譯】
T15n0608    1  小道地經【後漢 支曜譯】
T15n0609    1  禪要經【失譯】
T15n0610    1  佛說內身觀章句經【失譯】
T15n0611    1  法觀經【西晉 竺法護譯】
T15n0612    1  身觀經【西晉 竺法護譯】
T15n0613    3  禪祕要法經【姚秦 鳩摩羅什等譯】
T15n0614    2  坐禪三昧經【姚秦 鳩摩羅什譯】
T15n0615    1  菩薩訶色欲法經【姚秦 鳩摩羅什譯】
T15n0616    2  禪法要解【姚秦 鳩摩羅什譯】
T15n0617    1  思惟略要法【姚秦 鳩摩羅什譯】
T15n0618    2  達摩多羅禪經【東晉 佛陀跋陀羅譯】
T15n0619    1  五門禪經要用法【佛陀蜜多撰  劉宋 曇摩蜜多譯】
T15n0620    2  治禪病祕要法【劉宋 沮渠京聲譯】
T15n0621    1  佛說佛印三昧經【後漢 安世高譯】
T15n0622    1  佛說自誓三昧經【後漢 安世高譯】
T15n0623    1  佛說如來獨證自誓三昧經【西晉 竺法護譯】
T15n0624    3  佛說伅真陀羅所問如來三昧經【後漢 支婁迦讖譯】
T15n0625    4  大樹緊那羅王所問經【姚秦 鳩摩羅什譯】
T15n0626    2  佛說阿闍世王經【後漢 支婁迦讖譯】
T15n0627    3  文殊師利普超三昧經【西晉 竺法護譯】
T15n0628    6  佛說未曾有正法經【宋 法天譯】
T15n0629    1  佛說放鉢經【闕譯】
T15n0630    1  佛說成具光明定意經【後漢 支曜譯】
T15n0631    1  佛說法律三昧經【吳 支謙譯】
T15n0632    1  佛說慧印三昧經【吳 支謙譯】
T15n0633    1  佛說如來智印經【失譯】
T15n0634    5  佛說大乘智印經【宋 智吉祥等譯】
T15n0635    4  佛說弘道廣顯三昧經【西晉 竺法護譯】
T15n0636    2  無極寶三昧經【西晉 竺法護譯】
T15n0637    2  佛說寶如來三昧經【東晉 祇多蜜譯】
T15n0638    2  佛說超日明三昧經【西晉 聶承遠譯】
T15n0639   10  月燈三昧經【高齊 那連提耶舍譯】
T15n0640    1  佛說月燈三昧經【劉宋 先公譯】
T15n0641    1  佛說月燈三昧經【劉宋 先公譯】
T15n0642    2  佛說首楞嚴三昧經【姚秦 鳩摩羅什譯】
T15n0643   10  佛說觀佛三昧海經【東晉 佛陀跋陀羅譯】
T15n0644    1  佛說金剛三昧本性清淨不壞不滅經【失譯】
T15n0645    1  不必定入定入印經【元魏 瞿曇般若流支譯】
T15n0646    1  入定不定印經【唐 義淨譯】
T15n0647    3  力莊嚴三昧經【隋 那連提耶舍譯】
T15n0648    1  寂照神變三摩地經【唐 玄奘譯】
T15n0649    4  觀察諸法行經【隋 闍那崛多譯】
T15n0650    2  諸法無行經【姚秦 鳩摩羅什譯】
T15n0651    3  佛說諸法本無經【隋 闍那崛多譯】
T15n0652    3  佛說大乘隨轉宣說諸法經【宋 紹德等譯】
T15n0653    3  佛藏經【姚秦 鳩摩羅什譯】
T15n0654    1  佛說入無分別法門經【宋 施護譯】
T15n0655    1  佛說勝義空經【宋 施護等譯】
T16n0656   14  菩薩瓔珞經【姚秦 竺佛念譯】
T16n0657   10  佛說華手經【姚秦 鳩摩羅什譯】
T16n0658    7  寶雲經【梁 曼陀羅仙譯】
T16n0659    7  大乘寶雲經【梁 曼陀羅仙共僧伽婆羅譯】
T16n0660   10  佛說寶雨經【唐 達摩流支譯】
T16n0661    1  大乘百福相經【唐 地婆訶羅譯】
T16n0662    1  大乘百福莊嚴相經【唐 地婆訶羅譯】
T16n0663    4  金光明經【北涼 曇無讖譯】
T16n0664    8  合部金光明經【隋 寶貴合】
T16n0665   10  金光明最勝王經【唐 義淨譯】
T16n0666    1  大方等如來藏經【東晉 佛陀跋陀羅譯】
T16n0667    1  大方廣如來藏經【唐 不空譯】
T16n0668    1  佛說不增不減經【元魏 菩提流支譯】
T16n0669    2  佛說無上依經【梁 真諦譯】
T16n0670    4  楞伽阿跋多羅寶經【劉宋 求那跋陀羅譯】
T16n0671   10  入楞伽經【元魏 菩提流支譯】
T16n0672    7  大乘入楞伽經【唐 實叉難陀譯】
T16n0673    2  大乘同性經【宇文周 闍那耶舍譯】
T16n0674    2  證契大乘經【唐 地婆訶羅譯】
T16n0675    5  深密解脫經【元魏 菩提流支譯】
T16n0676    5  解深密經【唐 玄奘譯】
T16n0677    1  佛說解節經【陳 真諦譯】
T16n0678    1  相續解脫地波羅蜜了義經【劉宋 求那跋陀羅譯】
T16n0679    1  相續解脫如來所作隨順處了義經【劉宋 求那跋陀羅譯】
T16n0680    1  佛說佛地經【唐 玄奘譯】
T16n0681    3  大乘密嚴經【唐 地婆訶羅譯】
T16n0682    3  大乘密嚴經【唐 不空譯】
T16n0683    1  佛說諸德福田經【西晉 法立法炬共譯】
T16n0684    1  佛說父母恩難報經【後漢 安世高譯】
T16n0685    1  佛說盂蘭盆經【西晉 竺法護譯】
T16n0686    1  佛說報恩奉盆經【失譯】
T16n0687    1  佛說孝子經【失譯】
T16n0688    1  佛說未曾有經【失譯】
T16n0689    1  甚希有經【唐 玄奘譯】
T16n0690    1  佛說希有挍量功德經【隋 闍那崛多譯】
T16n0691    1  最無比經【唐 玄奘譯】
T16n0692    1  佛說作佛形像經【闕譯】
T16n0693    1  佛說造立形像福報經【闕譯】
T16n0694    2  佛說大乘造像功德經【唐 提雲般若譯】
T16n0695    1  佛說灌洗佛形像經【西晉 法炬譯】
T16n0696    1  佛說摩訶剎頭經【西秦 聖堅譯】
T16n0697    1  佛說浴像功德經【唐 寶思惟譯】
T16n0698    1  浴佛功德經【唐 義淨譯】
T16n0699    1  佛說造塔功德經【唐 地婆訶羅譯】
T16n0700    1  右繞佛塔功德經【唐 實叉難陀譯】
T16n0701    1  佛說溫室洗浴眾僧經【後漢 安世高譯】
T16n0702    1  佛說施燈功德經【高齊 那連提耶舍譯】
T16n0703    1  燈指因緣經【姚秦 鳩摩羅什譯】
T16n0704    1  佛說樓閣正法甘露鼓經【宋 天息災譯】
T16n0705    1  佛說布施經【宋 法賢譯】
T16n0706    1  佛說五大施經【宋 施護等譯】
T16n0707    1  佛說出家功德經【失譯】
T16n0708    1  了本生死經【吳 支謙譯】
T16n0709    1  佛說稻芉經【闕譯】
T16n0710    1  慈氏菩薩所說大乘緣生稻[卄/幹]喻經【唐 不空譯】
T16n0711    1  大乘舍黎娑擔摩經【宋 施護譯】
T16n0712    1  佛說大乘稻芉經【失譯】
T16n0713    1  貝多樹下思惟十二因緣經【吳 支謙譯】
T16n0714    1  緣起聖道經【唐 玄奘譯】
T16n0715    1  佛說舊城喻經【宋 法賢譯】
T16n0716    2  緣生初勝分法本經【隋 達摩笈多譯】
T16n0717    2  分別緣起初勝法門經【唐 玄奘譯】
